Location_ID,Distance,Priority
L5132,0.11,High
L5133,0.03,High
L5134,0.04,High
L5135,0.07,High
L5136,0.16,High
L5137,0.16,High
L5138,0.08,High
L5139,0.01,High
L5140,0.16,Medium
L5141,0.11,High
L5142,0.13,High
L5143,0.06,High
L5144,0.03,High
L5145,0.07,High
L5146,0.01,Medium
L5147,0.16,High
L5148,0.03,High
L5149,0.1,High
L5150,0.18,High
L5151,0.03,High
L5152,0.06,High
L5153,0.1,High
L5154,0.07,High
L5155,0.18,High
L5156,0.01,High
L5157,0.11,High
L5158,0.1,High
L5159,0.16,High
L5160,0.03,Medium
L5161,0.1,High
L5162,0.01,High
L5163,0.06,High
L5164,0.13,High
L5165,0.07,High
L5166,0.18,High
L5167,0.13,High
L5168,0.06,High
L5169,0.07,High
L5170,0.18,Medium
L5171,0.07,High
L5172,0.16,High
L5173,0.16,High
L5174,0.01,High
L5175,0.01,Medium
L5176,0.16,High
L5177,0.1,High
L5178,0.16,High
L5179,0.04,High
L5180,0.06,High
L5181,0.18,High
L5182,0.18,High
L5183,0.03,High
L5184,0.07,High
L5185,0.16,High
L5186,0.03,High
L5187,0.06,High
L5188,0.07,Medium
L5189,0.13,Medium
L5190,0.13,Low
L5191,0.18,Low
L5192,0.01,High
L5193,0.18,Medium
L5194,0.13,Low
L5195,0.01,High
L5196,0.03,High
L5197,0.07,High
L5198,0.18,Low
L5199,0.01,High
L5200,0.07,High
L5201,0.07,High
L5202,0.03,Medium
L5203,0.07,Medium
L5204,0.11,High
L5205,0.01,High
L5206,0.13,High
L5207,0.11,High
L5208,0.13,High
L5209,0.16,Medium
L5210,0.03,High
L5211,0.11,High
L5212,0.18,High
L5213,0.06,High
L5214,0.18,Medium
L5215,0.03,High
L5216,0.03,Medium
L5217,0.01,High
L5218,0.16,High
L5219,0.01,High
L5220,0.16,High
L5221,0.08,High
L5222,0.01,High
L5223,0.11,High
L5224,0.1,High
L5225,0.11,Medium
L5226,0.18,Medium
L5227,0.01,High
L5228,0.16,Low
L5229,0.13,High
L5230,0.11,Medium
L5231,0.06,Medium
L5232,0.1,High
L5233,0.01,High
L5234,0.04,High
L5235,0.07,High
L5236,0.01,High
L5237,0.08,High
L5238,0.07,High
L5239,0.06,High
L5240,0.04,High
L5241,0.03,High
L5242,0.07,Medium
L5243,0.16,High
L5244,0.11,Low
L5245,0.04,Medium
L5246,0.01,High
L5247,0.01,High
L5248,0.06,High
L5249,0.16,High
L5250,0.01,High
L5251,0.06,High
L5252,0.01,High
L5253,0.07,High
L5254,0.06,High
L5255,0.08,High
L5256,0.06,High
L5257,0.08,Medium
L5258,0.08,High
L5259,0.18,High
L5260,0.06,High
L5261,0.13,High
L5262,0.03,Medium
L5263,0.08,High
L5264,0.18,Medium
L5265,0.04,High
L5266,0.01,Medium
L5267,0.01,High
L5268,0.16,High
L5269,0.1,High
L5270,0.1,Medium
L5271,0.13,High
L5272,0.01,High
L5273,0.03,High
L5274,0.04,High
L5275,0.04,Medium
L5276,0.16,Medium
L5277,0.16,High
L5278,0.16,High
L5279,0.06,High
L5280,0.18,Medium
L5281,0.11,High
L5282,0.16,Medium
L5283,0.18,High
L5284,0.07,High
L5285,0.06,High
L5286,0.13,High
L5287,0.06,Medium
L5288,0.13,High
L5289,0.18,High
L5290,0.06,High
L5291,0.06,High
L5292,0.1,High
L5293,0.1,High
L5294,0.08,High
L5295,0.03,High
L5296,0.16,High
L5297,0.01,High
L5298,0.08,High
L5299,0.11,Medium
L5300,0.18,High
L5301,0.07,Medium
L5302,0.01,High
L5303,0.13,Medium
L5304,0.08,High
L5305,0.11,High
L5306,0.11,Medium
L5307,0.13,High
L5308,0.1,High
L5309,0.11,High
L5310,0.08,High
L5311,0.13,High
L5312,0.11,High
L5313,0.03,High
L5314,0.18,High
L5315,0.08,High
L5316,0.13,High
L5317,0.08,Medium
L5318,0.06,High
L5319,0.03,High
L5320,0.11,Low
L5321,0.1,High
L5322,0.16,High
L5323,0.04,High
L5324,0.13,High
L5325,0.08,High
L5326,0.1,Low
L5327,0.06,Medium
L5328,0.04,High
L5329,0.08,High
L5330,0.08,Medium
L5331,0.06,High
L5332,0.16,High
L5333,0.13,Medium
L5334,0.04,High
L5335,0.13,High
L5336,0.04,High
L5337,50.95,High
L5338,0.06,High
L5339,0.06,High
L5340,0.04,High
L5341,0.06,Medium
L5342,0.07,High
L5343,0.1,High
L5344,0.11,High
L5345,0.07,Medium
L5346,0.16,Medium
L5347,0.13,Medium
L5348,0.03,High
L5349,0.16,High
L5350,0.04,High
L5351,0.06,High
L5352,0.07,High
L5353,0.1,High
L5354,0.03,Medium
L5355,0.18,High
L5356,0.08,High
L5357,0.01,High
L5358,0.18,High
L5359,0.11,Low
L5360,0.1,High
L5361,0.1,High
L5362,0.18,High
L5363,0.1,High
L5364,0.07,High
L5365,0.16,High
L5366,0.01,High
L5367,0.16,High
L5368,0.1,High
L5369,0.1,High
L5370,0.07,High
L5371,0.01,High
L5372,0.1,High
L5373,0.18,High
L5374,0.01,High
L5375,0.13,High
L5376,0.16,High
L5377,0.07,High
L5378,0.16,Medium
L5379,0.07,High
L5380,0.1,High
L5381,0.06,High
L5382,0.11,High
L5383,0.18,High
L5384,0.18,Medium
L5385,0.11,High
L5386,0.11,Medium
L5387,0.07,Medium
L5388,0.03,High
L5389,0.06,High
L5390,0.07,High
L5391,0.16,Medium
L5392,0.06,High
L5393,0.16,Medium
L5394,0.06,High
L5395,0.11,High
L5396,0.03,Medium
L5397,0.13,High
L5398,0.16,High
L5399,0.08,High
L5400,0.16,High
L5401,0.07,High
L5402,0.06,High
L5403,0.1,High
L5404,0.2,High
L5405,0.01,High
L5406,0.06,High
L5407,0.06,High
L5408,0.18,High
L5409,0.07,High
L5410,0.06,High
L5411,0.11,Medium
L5412,165.33,High
L5413,0.03,High
L5414,0.07,High
L5415,0.13,Medium
L5416,0.13,High
L5417,0.11,High
L5418,0.1,High
L5419,0.07,High
L5420,0.06,Medium
L5421,0.06,High
L5422,0.18,Medium
L5423,0.18,High
L5424,0.03,High
L5425,0.07,High
L5426,0.13,High
L5427,0.11,High
L5428,0.16,Medium
L5429,0.08,High
L5430,0.16,Medium
L5431,0.07,Medium
L5432,0.08,High
L5433,0.18,High
L5434,0.1,High
L5435,0.13,High
L5436,0.16,High
L5437,0.01,High
L5438,0.18,Medium
L5439,0.11,Medium
L5440,0.16,Medium
L5441,0.07,High
L5442,0.11,High
L5443,0.13,High
L5444,0.13,High
L5445,0.03,High
L5446,0.13,High
L5447,0.1,High
L5448,0.04,High
L5449,0.1,High
L5450,0.08,Medium
L5451,0.11,High
L5452,0.11,High
L5453,0.1,Medium
L5454,0.03,High
L5455,0.11,Medium
L5456,0.07,High
L5457,0.16,High
L5458,0.08,High
L5459,0.11,Medium
L5460,0.1,Low
L5461,0.04,High
L5462,0.16,High
L5463,0.01,High
L5464,0.07,High
L5465,0.06,High
L5466,0.07,High
L5467,0.08,High
L5468,0.06,High
L5469,0.16,High
L5470,0.03,High
L5471,0.2,High
L5472,0.03,High
L5473,0.03,High
L5474,0.13,High
L5475,0.07,Medium
L5476,0.08,Medium
L5477,0.18,High
L5478,0.04,High
L5479,0.07,High
L5480,0.1,High
L5481,0.07,High
L5482,0.03,High
L5483,0.03,High
L5484,0.01,High
L5485,0.04,High
L5486,0.07,High
L5487,0.11,High
L5488,0.01,High
L5489,0.03,High
L5490,0.2,Medium
L5491,0.1,High
L5492,0.03,Medium
L5493,0.18,Low
L5494,0.13,High
L5495,0.1,High
L5496,0.11,High
L5497,0.18,High
L5498,0.1,Medium
L5499,0.1,Low
L5500,0.04,High
L5501,45.2,High
L5502,0.01,High
L5503,0.1,Medium
L5504,0.07,High
L5505,0.06,High
L5506,0.06,High
L5507,0.03,High
L5508,0.11,High
L5509,0.1,High
L5510,0.06,High
L5511,0.18,High
L5512,0.01,High
L5513,0.01,High
L5514,0.08,Low
L5515,0.04,Medium
L5516,0.06,Medium
L5517,0.16,Low
L5518,0.01,High
L5519,0.1,Medium
L5520,0.11,High
L5521,0.11,High
L5522,0.04,High
L5523,0.18,High
L5524,0.18,Medium
L5525,0.13,Low
L5526,0.16,High
L5527,0.11,High
L5528,0.11,High
L5529,0.08,High
L5530,0.03,Medium
L5531,0.07,High
L5532,0.08,High
L5533,0.08,High
L5534,0.04,High
L5535,0.16,High
L5536,0.07,Medium
L5537,0.06,High
L5538,0.03,Medium
L5539,0.01,High
L5540,0.04,Medium
L5541,0.01,High
L5542,0.1,High
L5543,0.08,High
L5544,0.16,High
L5545,0.1,High
L5546,0.04,High
L5547,0.04,High
L5548,0.16,High
L5549,0.08,High
L5550,0.06,High
L5551,0.03,Medium
L5552,0.07,High
L5553,0.06,High
L5554,0.03,High
L5555,0.18,High
L5556,0.13,High
L5557,0.03,Medium
L5558,0.06,High
L5559,0.03,High
L5560,0.06,High
L5561,0.16,Low
L5562,0.01,High
L5563,0.08,High
L5564,0.18,Medium
L5565,0.1,High
L5566,0.06,High
L5567,0.13,High
L5568,0.11,Medium
L5569,0.03,High
L5570,0.06,High
L5571,0.11,Low
L5572,0.04,High
L5573,0.13,High
L5574,0.11,High
L5575,0.11,Medium
L5576,0.08,High
L5577,0.13,High
L5578,0.13,High
L5579,0.1,High
L5580,0.04,High
L5581,0.18,High
L5582,0.01,High
L5583,0.01,High
L5584,0.08,High
L5585,0.16,Medium
L5586,0.06,High
L5587,0.01,High
L5588,0.18,High
L5589,0.07,Medium
L5590,0.16,Medium
L5591,0.06,High
L5592,0.01,High
L5593,0.07,High
L5594,0.07,High
L5595,0.08,High
L5596,0.08,High
L5597,0.07,High
L5598,0.2,High
L5599,0.08,Medium
L5600,0.1,High
L5601,0.08,High
L5602,0.1,High
L5603,0.1,Medium
L5604,0.06,High
L5605,0.1,Low
L5606,0.06,High
L5607,0.08,High
L5608,0.08,High
L5609,0.04,High
L5610,0.07,High
L5611,0.03,High
L5612,0.13,High
L5613,0.16,Medium
L5614,0.16,High
L5615,0.08,High
L5616,0.11,High
L5617,0.1,Low
L5618,0.01,Medium
L5619,0.04,High
L5620,0.11,Medium
L5621,0.11,Medium
L5622,0.08,High
L5623,0.13,Medium
L5624,0.18,High
L5625,0.16,High
L5626,0.18,Medium
L5627,0.03,High
L5628,0.01,High
L5629,0.08,High
L5630,0.07,High
L5631,0.18,Medium
L5632,0.03,Medium
L5633,0.13,High
L5634,0.2,High
L5635,0.13,High
L5636,0.18,High
L5637,0.07,High
L5638,0.1,Low
L5639,0.13,High
L5640,0.08,High
L5641,0.04,High
L5642,0.07,High
L5643,0.04,High
L5644,0.18,High
L5645,0.06,High
L5646,0.1,Medium
L5647,0.08,High
L5648,0.07,High
L5649,0.06,High
L5650,0.07,High
L5651,0.1,High
L5652,0.18,High
L5653,0.04,Low
L5654,0.1,High
L5655,0.07,High
L5656,0.08,High
L5657,0.11,Medium
L5658,0.1,High
L5659,0.13,High
L5660,0.01,High
L5661,0.18,High
L5662,0.07,High
L5663,0.06,Medium
L5664,0.1,High
L5665,0.04,Medium
L5666,0.08,High
L5667,0.11,High
L5668,0.1,Medium
L5669,0.01,High
L5670,0.07,High
L5671,0.11,Medium
L5672,0.1,High
L5673,0.16,High
L5674,0.13,High
L5675,0.13,High
L5676,0.01,Medium
L5677,0.06,High
L5678,0.06,High
L5679,0.08,High
L5680,0.16,High
L5681,0.07,High
L5682,0.03,High
L5683,0.08,Medium
L5684,0.03,High
L5685,0.08,High
L5686,0.1,High
L5687,0.13,High
L5688,0.13,High
L5689,0.1,High
L5690,0.08,High
L5691,0.16,Medium
L5692,0.18,High
L5693,0.08,High
L5694,0.07,High
L5695,0.01,High
L5696,0.13,High
L5697,0.06,High
L5698,0.16,High
L5699,0.07,High
L5700,0.03,High
L5701,0.11,High
L5702,0.07,High
L5703,0.1,High
L5704,0.1,High
L5705,0.01,High
L5706,0.01,High
L5707,0.1,Medium
L5708,0.1,High
L5709,0.04,High
L5710,0.11,High
L5711,0.04,Low
L5712,0.18,High
L5713,0.01,Medium
L5714,0.11,High
L5715,0.01,High
L5716,0.18,High
L5717,0.06,High
L5718,0.01,High
L5719,0.13,High
L5720,0.08,High
L5721,0.06,High
L5722,0.11,Medium
L5723,0.13,High
L5724,0.01,High
L5725,0.13,High
L5726,0.01,Medium
L5727,0.06,High
L5728,0.1,High
L5729,0.1,High
L5730,0.07,High
L5731,0.07,High
L5732,0.1,Low
L5733,0.07,High
L5734,0.04,Medium
L5735,0.11,High
L5736,0.07,High
L5737,0.16,Medium
L5738,0.1,High
L5739,0.18,High
L5740,0.13,High
L5741,19.98,High
L5742,0.03,High
L5743,0.01,Medium
L5744,0.04,High
L5745,0.16,High
L5746,0.04,High
L5747,0.18,High
L5748,0.16,High
L5749,0.16,High
L5750,0.18,High
L5751,0.04,High
L5752,0.04,High
L5753,0.1,Medium
L5754,0.04,High
L5755,0.03,High
L5756,0.01,High
L5757,0.11,Low
L5758,0.08,High
L5759,0.18,High
L5760,0.07,High
L5761,0.01,High
L5762,0.03,High
L5763,0.16,High
L5764,0.04,High
L5765,0.18,Medium
L5766,0.08,High
L5767,0.11,Medium
L5768,0.1,High
L5769,0.01,High
L5770,0.08,High
L5771,0.13,Medium
L5772,0.16,Medium
L5773,0.11,Medium
L5774,0.11,High
L5775,0.18,High
L5776,39.8,High
L5777,0.07,High
L5778,0.03,High
L5779,0.04,High
L5780,0.04,High
L5781,0.11,High
L5782,0.1,High
L5783,0.11,High
L5784,0.16,High
L5785,0.11,High
L5786,0.04,High
L5787,0.06,High
L5788,0.13,High
L5789,0.08,High
L5790,0.01,Medium
L5791,0.08,High
L5792,0.07,High
L5793,0.13,High
L5794,0.11,High
L5795,0.01,Medium
L5796,0.08,High
L5797,0.07,Medium
L5798,0.06,Low
L5799,0.03,Medium
L5800,0.13,Medium
L5801,0.16,Medium
L5802,0.06,High
L5803,0.18,Low
L5804,0.1,Medium
L5805,0.13,Medium
L5806,0.06,Medium
L5807,0.18,High
L5808,0.11,High
L5809,0.16,Medium
L5810,0.18,High
L5811,0.04,High
L5812,0.18,High
L5813,0.11,High
L5814,0.08,High
L5815,0.04,High
L5816,0.06,High
L5817,0.06,Medium
L5818,0.13,High
L5819,0.01,High
L5820,0.01,High
L5821,0.18,Low
L5822,0.11,High
L5823,0.03,High
L5824,0.18,High
L5825,0.06,Medium
L5826,0.16,High
L5827,0.18,High
L5828,0.06,High
L5829,0.04,High
L5830,0.11,High
L5831,0.16,Low
L5832,0.01,High
L5833,0.13,Medium
L5834,0.1,Low
L5835,0.03,High
L5836,0.2,Low
L5837,20.0,High
L5838,0.18,High
L5839,0.06,High
L5840,0.16,High
L5841,0.1,Medium
L5842,0.13,High
L5843,0.16,Medium
L5844,0.13,Medium
L5845,0.13,High
L5846,0.01,High
L5847,0.1,High
L5848,0.04,High
L5849,0.01,High
L5850,0.01,High
L5851,0.13,High
L5852,0.18,High
L5853,0.08,High
L5854,0.08,High
L5855,0.18,High
L5856,0.04,High
L5857,0.11,High
L5858,0.08,High
L5859,0.16,Medium
L5860,0.04,High
L5861,0.03,Medium
L5862,0.03,High
L5863,0.08,Medium
L5864,0.04,Medium
L5865,0.07,High
L5866,0.08,High
L5867,0.11,High
L5868,0.06,High
L5869,0.08,High
L5870,0.08,High
L5871,0.06,High
L5872,0.04,High
L5873,0.07,High
L5874,0.03,High
L5875,0.07,High
L5876,0.11,High
L5877,0.1,Medium
L5878,0.13,High
L5879,0.01,High
L5880,0.08,Medium
L5881,0.06,High
L5882,0.07,High
L5883,0.01,High
L5884,0.07,Medium
L5885,0.13,High
L5886,0.13,High
L5887,0.11,High
L5888,0.18,High
L5889,0.04,High
L5890,0.16,High
L5891,0.16,Medium
L5892,0.08,High
L5893,0.18,High
L5894,0.13,High
L5895,0.1,Medium
L5896,0.08,High
L5897,0.11,Medium
L5898,0.06,Medium
L5899,0.11,High
L5900,0.04,High
L5901,0.07,High
L5902,0.04,Medium
L5903,0.03,High
L5904,0.08,High
L5905,0.08,Medium
L5906,0.08,High
L5907,0.06,High
L5908,0.01,High
L5909,0.06,Medium
L5910,0.04,High
L5911,0.16,Medium
L5912,0.11,High
L5913,0.08,High
L5914,0.16,High
L5915,0.04,High
L5916,0.1,Medium
L5917,0.08,High
L5918,0.07,High
L5919,0.13,High
L5920,0.16,High
L5921,0.11,High
L5922,0.08,Medium
L5923,0.18,High
L5924,0.03,Medium
L5925,31.23,High
L5926,0.03,High
L5927,0.16,High
L5928,0.16,High
L5929,0.04,High
L5930,0.08,Medium
L5931,0.11,High
L5932,0.16,Medium
L5933,0.07,High
L5934,0.18,High
L5935,0.08,High
L5936,0.08,High
L5937,0.03,High
L5938,0.01,High
L5939,0.16,Medium
L5940,0.07,High
L5941,0.04,High
L5942,0.06,High
L5943,0.04,High
L5944,0.03,Medium
L5945,0.1,High
L5946,0.11,High
L5947,0.11,High
L5948,0.11,High
L5949,0.1,High
L5950,0.06,High
L5951,0.04,High
L5952,0.1,High
L5953,0.01,Medium
L5954,0.08,High
L5955,0.16,High
L5956,0.04,High
L5957,0.01,Medium
L5958,0.18,High
L5959,0.08,High
L5960,0.01,High
L5961,0.01,High
L5962,0.03,High
L5963,0.04,High
L5964,0.11,High
L5965,0.16,High
L5966,0.07,Medium
L5967,0.08,High
L5968,0.04,High
L5969,0.11,High
L5970,0.16,High
L5971,0.07,High
L5972,0.13,High
L5973,0.1,High
L5974,0.1,High
L5975,0.11,High
L5976,0.13,High
L5977,0.11,High
L5978,0.06,High
L5979,0.18,Medium
L5980,0.04,High
L5981,0.07,High
L5982,0.06,High
L5983,0.1,High
L5984,0.03,High
L5985,0.04,High
L5986,0.18,High
L5987,0.13,High
L5988,0.01,High
L5989,0.11,High
L5990,0.08,Medium
L5991,0.18,Low
L5992,0.16,High
L5993,0.18,High
L5994,0.16,Medium
L5995,0.11,High
L5996,0.06,High
L5997,0.18,Medium
L5998,0.18,Low
L5999,0.04,High
L6000,0.03,High
L6001,0.13,High
L6002,0.01,High
L6003,0.1,High
L6004,0.06,High
L6005,0.1,High
L6006,0.08,High
L6007,0.04,High
L6008,0.01,High
L6009,0.07,High
L6010,0.18,Medium
L6011,0.13,High
L6012,0.1,Low
L6013,0.03,High
L6014,0.08,High
L6015,0.1,High
L6016,0.03,Medium
L6017,0.03,High
L6018,0.11,High
L6019,0.13,High
L6020,0.04,High
L6021,0.13,High
L6022,0.08,High
L6023,0.01,High
L6024,0.01,High
L6025,0.08,High
L6026,0.06,High
L6027,0.01,High
L6028,0.03,High
L6029,0.06,Medium
L6030,0.06,High
L6031,0.16,High
L6032,0.16,High
L6033,0.13,High
L6034,0.06,High
L6035,0.11,High
L6036,0.07,High
L6037,0.16,High
L6038,0.13,Low
L6039,0.03,High
L6040,0.08,High
L6041,0.1,High
L6042,0.18,High
L6043,0.11,High
L6044,0.11,Medium
L6045,0.16,High
L6046,0.01,High
L6047,0.08,High
L6048,0.13,High
L6049,0.07,High
L6050,0.11,High
L6051,0.06,Medium
L6052,0.07,High
L6053,0.13,High
L6054,0.11,Medium
L6055,0.06,High
L6056,0.03,Medium
L6057,0.07,Medium
L6058,0.04,High
L6059,0.11,High
L6060,0.08,High
L6061,0.2,High
L6062,0.13,High
L6063,0.04,High
L6064,0.07,High
L6065,0.03,High
L6066,0.08,High
L6067,0.06,High
L6068,0.1,High
L6069,0.08,High
L6070,0.06,High
L6071,0.07,High
L6072,0.07,High
L6073,0.1,High
L6074,0.1,High
L6075,0.06,High
L6076,0.03,High
L6077,0.03,High
L6078,0.11,High
L6079,0.06,High
L6080,0.08,High
L6081,0.1,High
L6082,0.16,High
L6083,0.03,High
L6084,0.16,Medium
L6085,0.06,High
L6086,0.2,Medium
L6087,0.04,High
L6088,0.08,High
L6089,0.08,High
L6090,0.07,High
L6091,0.18,High
L6092,0.06,High
L6093,0.06,High
L6094,0.04,High
L6095,0.18,High
L6096,0.01,Medium
L6097,0.03,High
L6098,0.07,Medium
L6099,0.13,High
L6100,0.03,High
L6101,0.06,High
L6102,0.13,High
L6103,0.08,Medium
L6104,0.01,High
L6105,0.08,High
L6106,0.01,Medium
L6107,0.06,Medium
L6108,0.1,High
L6109,0.18,High
L6110,0.04,High
L6111,0.07,High
L6112,0.13,High
L6113,0.03,High
L6114,0.07,High
L6115,0.01,High
L6116,0.13,Low
L6117,0.1,High
L6118,0.13,High
L6119,0.03,High
L6120,0.13,High
L6121,0.1,Medium
L6122,0.03,High
L6123,0.1,High
L6124,0.07,High
L6125,0.08,High
L6126,0.18,High
L6127,0.01,High
L6128,0.08,Medium
L6129,0.2,High
L6130,0.06,High
L6131,0.06,Medium
L6132,0.08,High
L6133,0.01,High
L6134,0.18,High
L6135,0.06,High
L6136,0.16,High
L6137,0.13,Low
L6138,0.16,High
L6139,0.1,High
L6140,0.07,High
L6141,0.13,High
L6142,0.03,High
L6143,0.01,High
L6144,0.16,Medium
L6145,0.18,High
L6146,0.08,High
L6147,0.11,Low
L6148,0.16,High
L6149,0.08,High
L6150,0.06,High
L6151,0.16,Medium
L6152,0.01,High
L6153,0.06,High
L6154,0.13,Medium
L6155,0.04,High
L6156,0.1,High
L6157,0.06,High
L6158,0.16,Medium
L6159,0.03,Medium
L6160,0.13,High
L6161,0.07,High
L6162,0.07,High
L6163,45.12,High
L6164,0.01,High
L6165,0.11,High
L6166,0.18,High
L6167,0.04,High
L6168,0.03,High
L6169,0.08,High
L6170,0.08,Medium
L6171,0.1,High
L6172,0.07,High
L6173,0.08,High
L6174,0.1,High
L6175,0.04,High
L6176,0.07,High
L6177,0.2,High
L6178,0.1,Medium
L6179,0.07,High
L6180,0.07,High
L6181,0.04,High
L6182,0.1,Medium
L6183,0.18,Medium
L6184,0.07,High
L6185,0.06,High
L6186,0.16,Medium
L6187,0.13,High
L6188,0.07,High
L6189,0.08,High
L6190,0.16,High
L6191,0.01,High
L6192,0.11,High
L6193,0.1,High
L6194,0.13,High
L6195,0.03,High
L6196,0.04,High
L6197,0.04,High
L6198,0.18,High
L6199,0.07,High
L6200,0.03,High
L6201,0.11,High
L6202,0.18,High
L6203,39.8,High
L6204,0.1,High
L6205,0.11,Medium
L6206,0.04,High
L6207,0.08,High
L6208,0.04,High
L6209,0.03,High
L6210,0.07,Medium
L6211,0.04,High
L6212,0.04,High
L6213,0.03,High
L6214,0.16,High
L6215,0.11,High
L6216,0.18,High
L6217,0.13,High
L6218,0.13,High
L6219,0.01,High
L6220,0.07,High
L6221,0.06,High
L6222,0.08,High
L6223,0.13,High
L6224,0.08,High
L6225,0.11,High
L6226,0.11,High
L6227,0.06,High
L6228,0.13,High
L6229,0.06,Medium
L6230,0.08,High
L6231,0.04,High
L6232,0.16,High
L6233,0.08,High
L6234,0.06,High
L6235,0.03,High
L6236,0.04,High
L6237,0.1,High
L6238,0.13,High
L6239,0.06,High
L6240,0.01,Medium
L6241,0.06,High
L6242,0.01,High
L6243,0.13,High
L6244,0.01,Medium
L6245,0.1,Medium
L6246,0.03,High
L6247,0.11,High
L6248,0.06,High
L6249,0.1,High
L6250,0.07,High
L6251,0.08,High
L6252,0.18,High
L6253,0.1,High
L6254,0.08,High
L6255,0.07,High
L6256,0.06,High
L6257,0.03,Medium
L6258,0.11,High
L6259,0.04,Medium
L6260,0.08,High
L6261,0.13,High
L6262,0.06,High
L6263,0.13,High
L6264,0.11,High
L6265,0.04,High
L6266,0.01,Medium
L6267,0.1,High
L6268,0.16,Medium
L6269,0.07,High
L6270,0.18,High
L6271,0.04,High
L6272,0.1,High
L6273,0.04,High
L6274,0.11,High
L6275,0.07,High
L6276,0.1,High
L6277,0.1,High
L6278,0.06,Medium
L6279,0.11,High
L6280,0.08,High
L6281,0.11,High
L6282,0.11,High
L6283,0.08,High
L6284,0.11,High
L6285,0.08,High
L6286,0.11,High
L6287,0.06,High
L6288,0.16,High
L6289,0.03,High
L6290,0.11,High
L6291,0.01,High
L6292,0.03,Medium
L6293,0.03,Medium
L6294,0.06,Low
L6295,0.06,High
L6296,0.13,High
L6297,0.08,High
L6298,0.18,High
L6299,0.04,Medium
L6300,0.18,High
L6301,0.2,High
L6302,0.18,Low
L6303,0.16,High
L6304,0.1,High
L6305,0.08,High
L6306,0.11,High
L6307,0.13,Medium
L6308,0.18,High
L6309,0.1,High
L6310,0.2,Low
L6311,0.18,High
L6312,0.04,Medium
L6313,0.01,High
L6314,0.06,High
L6315,0.11,High
L6316,0.04,High
L6317,0.06,High
L6318,0.06,High
L6319,0.06,High
L6320,0.16,High
L6321,0.11,Low
L6322,0.01,Medium
L6323,0.06,High
L6324,0.03,High
L6325,0.01,High
L6326,0.04,Medium
L6327,0.16,High
L6328,0.1,High
L6329,0.18,High
L6330,0.16,High
L6331,0.13,High
L6332,0.2,High
L6333,51.03,High
L6334,0.16,High
L6335,0.13,High
L6336,0.11,High
L6337,0.11,High
L6338,0.03,High
L6339,0.06,High
L6340,0.06,High
L6341,0.08,High
L6342,0.13,High
L6343,0.16,High
L6344,0.16,High
L6345,0.13,Low
L6346,0.18,High
L6347,0.07,High
L6348,0.03,Medium
L6349,0.01,High
L6350,0.08,High
L6351,0.04,Medium
L6352,0.06,Medium
L6353,0.07,High
L6354,0.16,High
L6355,0.11,High
L6356,0.18,High
L6357,0.03,High
L6358,0.13,High
L6359,0.04,High
L6360,0.16,High
L6361,0.2,High
L6362,0.01,High
L6363,0.18,High
L6364,0.04,High
L6365,0.08,High
L6366,0.08,High
L6367,0.08,High
L6368,0.03,Medium
L6369,0.06,High
L6370,0.01,Medium
L6371,0.04,High
L6372,0.11,High
L6373,0.18,High
L6374,0.16,Medium
L6375,0.13,High
L6376,0.11,High
L6377,0.04,High
L6378,0.16,Medium
L6379,0.18,High
L6380,0.1,High
L6381,0.13,High
L6382,0.18,High
L6383,0.01,High
L6384,0.1,High
L6385,0.01,High
L6386,0.01,High
L6387,0.01,Medium
L6388,0.13,High
L6389,0.18,High
L6390,0.04,High
L6391,0.07,High
L6392,0.01,High
L6393,0.16,High
L6394,0.1,Medium
L6395,0.04,High
L6396,0.18,High
L6397,0.03,High
L6398,0.18,Medium
L6399,0.08,Medium
L6400,0.01,High
L6401,0.16,Medium
L6402,0.03,High
L6403,0.16,High
L6404,0.06,High
L6405,0.16,Low
L6406,0.13,High
L6407,0.04,High
L6408,0.08,High
L6409,0.03,High
L6410,0.07,High
L6411,0.01,High
L6412,0.04,High
L6413,0.07,High
L6414,0.04,High
L6415,0.13,High
L6416,0.11,High
L6417,0.01,High
L6418,0.11,Medium
L6419,0.18,High
L6420,0.11,Low
L6421,0.18,High
L6422,0.11,Medium
L6423,0.18,High
L6424,0.07,High
L6425,0.11,High
L6426,0.01,Medium
L6427,0.13,High
L6428,0.11,High
L6429,0.11,High
L6430,0.07,High
L6431,0.08,High
L6432,0.06,Medium
L6433,0.08,High
L6434,0.11,Medium
L6435,0.08,High
L6436,0.1,Medium
L6437,0.06,Medium
L6438,0.18,High
L6439,0.04,High
L6440,0.03,High
L6441,0.07,Medium
L6442,0.08,High
L6443,0.1,High
L6444,0.08,Medium
L6445,0.13,High
L6446,0.16,High
L6447,0.03,High
L6448,0.07,High
L6449,0.08,High
L6450,0.04,Medium
L6451,0.06,High
L6452,0.01,High
L6453,0.13,High
L6454,0.04,Medium
L6455,0.04,High
L6456,0.13,High
L6457,0.16,High
L6458,0.03,High
L6459,0.06,High
L6460,0.1,High
L6461,0.07,High
L6462,0.06,High
L6463,0.06,Medium
L6464,0.11,High
L6465,0.16,High
L6466,0.13,High
L6467,0.04,High
L6468,0.08,High
L6469,0.16,High
L6470,0.11,High
L6471,0.13,High
L6472,0.03,High
L6473,0.13,High
L6474,0.01,High
L6475,0.11,High
L6476,0.11,High
L6477,0.07,High
L6478,0.08,Medium
